Tweet,Etiket,cleaned_tweet
"Türk'e Türk Kürt'e Kürt denir
Yunanistan'da yaşayan türk'e nasıl ki türk asıllı Yunan denemezse türkiyede yaşayan kürt'e de kürt asıllı türk diyemezsiniz https://t.co/vGj9fBPVPG",hiçbiri,türk e türk kürt e kürt denir yunanistan yaşayan türk e türk asıllı yunan denemezse türkiyede yaşayan kürt e kürt asıllı türk diyemezsiniz
"Paian yunan mitolojisine göre iyilik getiren kötülükleri yok eden bir tanrı ve kullanıcı adımda böylelikle anlam kazanıyor. Jeon Jeongguk daima Kim Taehyung için iyilik getiren, kötülükleri kovmak için daima yanında olacak olan onun için bi tanrı",hiçbiri,paian yunan mitolojisine göre iyilik getiren kötülükleri yok eden bir tanrı kullanıcı adımda böylelikle anlam kazanıyor jeon jeongguk daima taehyung iyilik getiren kötülükleri kovmak daima yanında olacak olan onun bi tanrı
"“Batı medeniyeti, İslâm medeniyetinin çocuğudur. Bilimler Eski Mısır, Babil, Yunan, İslam ve Avrupa yolunu takip etmiştir. Batı bilimi olarak sunulanlar, İslam bilimlerinin devamıdır.”
Prof. Dr. Fuat Sezgin",hiçbiri,batı medeniyeti i̇sl m medeniyetinin çocuğudur bilimler eski mısır babil yunan i̇slam avrupa yolunu takip etmiştir batı bilimi olarak sunulanlar i̇slam bilimlerinin devamıdır prof dr fuat sezgin
Dört kutsal kitabın yanında yerini almıştı sanki. Postmodernistlere ilk onunla kızmıştım. Zerzan da tüm antik Yunan filozofları gibi içeriyi iyileştiren dışa dönük yaşam değerleri bulmakla ilgileniyor.,hiçbiri,dört kutsal kitabın yanında yerini almıştı postmodernistlere ilk onunla kızmıştım zerzan antik yunan filozofları içeriyi iyileştiren dışa dönük yaşam değerleri bulmakla ilgileniyor
"Tülütabaklar 97 yaşında!!!!
Tülü kabaklar kimdir?
Milli Mücadele döneminde tabak ve deri işçilerinin, Balıkesir'i işgal edenleri; kendilerini baca kurumu ile boyayıp, keçi, koyun postu ve at kuyruklarıyla   Yunan askerlerini korkutmak için yapılmıştır. https://t.co/EGqGryzRXi",hiçbiri,tülütabaklar 97 yaşında tülü kabaklar kimdir milli mücadele döneminde tabak deri işçilerinin balıkesir i işgal edenleri kendilerini baca kurumu boyayıp keçi koyun postu at kuyruklarıyla yunan askerlerini korkutmak yapılmıştır
hazal kardeş derken s ile söylüyor hafif yunan havası katıyor ve her ingilizce klavye ile kardeş yazmaya kalktığımda onun sesi kulaklarımda çınlıyor,hiçbiri,hazal kardeş derken s söylüyor hafif yunan havası katıyor ingilizce klavye kardeş yazmaya kalktığımda onun sesi kulaklarımda çınlıyor
"Azra Erhat...
A.Kadir ile birlikte İlyada ve Odysseia'yı Türkçeye çeviren, “mavi yolculuk” sözünü dilimize kazandıran yazar,Eski Yunan ve Roma uzmanı, çevirmen,düşünür...Yine A.Kadir ile birlikte Türkiye’yi Homeros’la tanıştıran güzel insan...37 yıl önce bugün gitti...#azraerhat https://t.co/dH7KdXmmHT",hiçbiri,azra erhat a kadir birlikte i̇lyada odysseia yı türkçeye çeviren mavi yolculuk sözünü dilimize kazandıran yazar eski yunan rom uzmanı çevirmen düşünür yine a kadir birlikte türkiye yi homeros la tanıştıran güzel insan 37 yıl önce bugün gitti
Yunan kahvesinden az sonra @buzzLlama kahveden içmedi https://t.co/wtAtqJyJFq,hiçbiri,yunan kahvesinden sonra kahveden içmedi
"1919 yılından itibaren uçak projelerinde görev alan Hürkuş’un uçak yapma düşüncesi yeniden canlandırdı.

Vecihi K VI
Vecihi Hürkuş, ganimet olarak Yunan ordusundan alınan motorlardan yararlanarak ilk uçağı Vecihi K VI’yı imal etti. https://t.co/TaHUbMIenR",hiçbiri,1919 yılından itibaren uçak projelerinde görev alan hürkuş un uçak yapma düşüncesi yeniden canlandırdı vecihi k vi vecihi hürkuş ganimet olarak yunan ordusundan alınan motorlardan yararlanarak ilk uçağı vecihi k vi yı imal etti
"Avrupa Birliği'nin yaklaşan mülteci akınına bulduğu çözüm: Etten duvar örmek!
 https://t.co/CJw2ME4SzQ",hiçbiri,avrupa birliği nin yaklaşan mülteci akınına bulduğu çözüm etten duvar örmek
Altay kardeşim yunan ajanı falan mısın? Milli takımı içerden çökertmeye mi çalışıyosun? bu hareketlerin ve yediğin gollerin başka anlamı olamaz,hiçbiri,altay kardeşim yunan ajanı falan mısın milli takımı içerden çökertmeye mi çalışıyosun hareketlerin yediğin gollerin başka anlamı olamaz
"bu insanların kutsadıkları, önder belledikleri, papağanlığını ettikleri, kuyruk oldukları, borozanlığını yaptıkları herif bile her twitinde cehalet saçıyor, safsata yapıyor, saçmalıyor. çömez müritlerini varın siz düşünün...

budala herif, hiç mi yunan mitolojisi okumadın?",saldırgan,insanların kutsadıkları önder belledikleri papağanlığını ettikleri kuyruk oldukları borozanlığını yaptıkları herif bile twitinde cehalet saçıyor safsata yapıyor saçmalıyor çömez müritlerini varın düşünün budala herif mi yunan mitolojisi okumadın
CANAN KAFTANCIOĞLU TÜRK MİLLETİNE VE DEVLETİNE KİN BESLEYİP EMPERYALISTLERIN MAŞALARI OLAN PKK HDP AŞKINI IFADE ETMEKLE KALMAYIP VATAN HAİNLİĞİ YAPARSAN BU DEVLET VE MİLLET SENİ AFFETMEZ.İMAMOĞLU DENİLEN SATILMIŞ YUNAN AJANİ VATAN HAİNİNİN SONU DA SANA BENZEYECEKTİR.,nefret,canan kaftancioğlu t rk mi̇lleti̇ne devleti̇ne ki̇n besleyi̇p emperyalistlerin maşalari olan pkk hdp aşkini ifade etmekle kalmayip vatan hai̇nli̇ği̇ yaparsan devlet mi̇llet seni̇ affetmez i̇mamoğlu deni̇len satilmiş yunan ajani̇ vatan hai̇ni̇ni̇n sonu sana benzeyecekti̇r
gelsin yunan ;),hiçbiri,gelsin yunan
"İrkcilik fasizm bana ters seyler! Yunan restoraninda İspanakli borek de yerim, arab bakkaldan tahin soslu shawirma da yerim, cin bufesinde susamli tavuk da yerim! Turkiyenin bu hastaliktan kurtulmasi icin dunyadan profesyonel gocmen almasi gerek, baska turlu iyilesmez bu illet!",hiçbiri,i̇rkcilik fasizm bana ters seyler yunan restoraninda i̇spanakli borek yerim arab bakkaldan tahin soslu shawirma yerim cin bufesinde susamli tavuk yerim turkiyenin hastaliktan kurtulmasi icin dunyadan profesyonel gocmen almasi gerek baska turlu iyilesmez illet
bir yanı ege bir yanı yunan olan ablam zılgıt çekiyor kültür şoku yaşıyorum,hiçbiri,bir yanı ege bir yanı yunan olan ablam zılgıt çekiyor kültür şoku yaşıyorum
Molla Bekir ..Sarayköy'de yaşayan bir köylü..Yunan kuvvetlerinin batı Anadolu'ya işgal için geldiğini haber aldığında hiçbir kimseye danışmadan ve tereddüt etmeden işgale karşı bir birlik kuruyor.Emperyalizme karşı kurduğu köylü birliği ile yurt savunmasına katıliyor. https://t.co/a6U6OW4i3k,hiçbiri,molla bekir sarayköy yaşayan bir köylü yunan kuvvetlerinin batı anadolu işgal geldiğini haber aldığında hiçbir kimseye danışmadan tereddüt etmeden işgale karşı bir birlik kuruyor emperyalizme karşı kurduğu köylü birliği yurt savunmasına katıliyor
Antik Yunan dönemi kitaplarından herhangi biri ile takas ediyorum ilgililerin dikkatine https://t.co/ZNdpN97gh5,hiçbiri,antik yunan dönemi kitaplarından herhangi taka ediyorum ilgililerin dikkatine
Yunan Komutanı Hacı Trikopis : Bizi kimse durduramaz Kayseriye kadar gireriz Talasta kahve içeriz demişti.Savaş sonunda esir alınan. Trikopis Atatürk tarafından cesaretini yaşamak için Talasa gönderilmiştir.,hiçbiri,yunan komutanı hacı trikopis bizi kimse durduramaz kayseriye kadar gireriz talasta kahve içeriz demişti savaş sonunda esir alınan trikopis atatürk tarafından cesaretini yaşamak talasa gönderilmiştir
Her sahici düşünce sorun olarak gördüğünü insanların görüşleri uyarınca ele alıp değerlendirmez. Bu sebeple Eski Yunan’da filozof ya ölüme ya da sürgüne gönderilmiştir.,hiçbiri,sahici düşünce sorun olarak gördüğünü insanların görüşleri uyarınca ele alıp değerlendirmez sebeple eski yunan filozof ölüme sürgüne gönderilmiştir
"Yunan  tohumu...
Ulan şerefsiz ..
Düşman bilse 
ülke böyle  ibnelerle dolmuş 
2 günde ülkemizi işgal ederler. https://t.co/ujJNAQYRMg",nefret,yunan tohumu ulan şerefsiz düşman bilse ülke böyle ibnelerle dolmuş 2 günde ülkemizi işgal ederler
"Bu da sözde Demokrat CHP’li bir arkadaşımız. Adam Kürt kelimesine tahammül edemediği için Kürt kökenli diyor bunu meşrulaştırmak için bin dereden su getiriyor. Bir halka direk ismiyle hitap etmek
Kürtse Kürt, Arapsa Arap, Yunansa Yunan demek bu kadar mı zor? https://t.co/g8P7tkwnFw",hiçbiri,sözde demokrat chp li bir arkadaşımız adam kürt kelimesine tahammül edemediği kürt kökenli diyor bunu meşrulaştırmak bin dereden su getiriyor bir halka direk ismiyle hitap etmek kürtse kürt arapsa arap yunansa yunan demek kadar zor
"Eser genel hatları ile çarpıcı ama bu şarkı da geçen ""Sizin polisiniz"" ne demek ?
Bunu diyen ve destekleyenler başına bir iş geldiğinde yunan polisine mi başvuruyorlar ?
Askeri Polisi rahat bırakın..!!
#Susamam",hiçbiri,eser genel hatları çarpıcı şarkı geçen sizin polisiniz demek bunu diyen destekleyenler başına bir iş geldiğinde yunan polisine mi başvuruyorlar askeri polisi rahat bırakın
"8-Bu güzel günde;Büyük Türk Atatürk komutasında Aydın'ın kurtuluşunda kahramanlık gösteren yiğit efelerimize,kahpe Yunan tarafından işgal sırasında şehit edilen hemşehrilerimize Allah'tan(cc) rahmet diliyor,Aydın’ımızın Kurtuluş Bayramını kutluyor, sevgi ve saygılarımı sunuyorum.",nefret,8 güzel günde büyük türk atatürk komutasında aydın ın kurtuluşunda kahramanlık gösteren yiğit efelerimize kahpe yunan tarafından işgal sırasında şehit edilen hemşehrilerimize allah tan cc rahmet diliyor aydın ımızın kurtuluş bayramını kutluyor sevgi saygılarımı sunuyorum
Konstantinopolis Hayaliyle Şımaran Yunan’ı Akropolis Önlerine Tokat Manyağı Yapan Sultan Abdülhamid Gibi #DavamızınPeşindeyiz  …,nefret,konstantinopolis hayaliyle şımaran yunan ı akropolis önlerine tokat manyağı yapan sultan abdülhamid
"Asla sizden duyamayız ! Mehmet Selim Kiraz’ı şehit edenlere arka çıkanları. Atatürk posteriyle PKK paçavrasını yan yana Gezi’ de açanları.Kamu araçlarını yakanları. Devlete, polise küfür edenleri.15 Temmuz’da darbeyi alkışlayanları. Yunan medyasının tebriklerini.
#susamam",hiçbiri,asla sizden duyamayız mehmet selim kiraz ı şehit edenlere arka çıkanları atatürk posteriyle pkk paçavrasını yan yana gezi açanları kamu araçlarını yakanları devlete polise küfür edenleri 15 temmuz darbeyi alkışlayanları yunan medyasının tebriklerini
Bunlar sanatçı değil pkk dhkpc terör sevici şerefsiz it oğlu itler bizim garip Anadolu çocuğu şehit olur bu şerefsizler yunan adalari na götünü s2tir meye gider #SanatçılarDiyarbakıra,saldırgan,bunlar sanatçı değil pkk dhkpc terör sevici şerefsiz it oğlu itler bizim garip anadolu çocuğu şehit olur şerefsizler yunan adalari na götünü s2tir meye gider
"ÜSTAD KADİR MISIROĞLU'NA LAF EDEN SOYSUZLAR SİZ BABANIZIN İÇİNDEN ÇIKMAYI BEKLERKEN KAHRAMANLIK KOŞUSUNA; ÜSTAD ""YUNAN MEZALİMİNİ"" PİYASAYA SUNDU!! https://t.co/ItlM6kqzkf",nefret,stad kadi̇r misiroğlu na laf eden soysuzlar si̇z babanizin i̇çi̇nden çikmayi beklerken kahramanlik koşusuna stad yunan mezali̇mi̇ni̇ pi̇yasaya sundu
"bugun yunan mitolojisinde Oizys adinda bir tanrica oldugunu kesfettim. sefalet, kaygi, keder ve depresyon tanricasi. sonra bir tanrica oldugumu da kesfettim",hiçbiri,bugun yunan mitolojisinde oizys adinda bir tanrica oldugunu kesfettim sefalet kaygi keder depresyon tanricasi sonra bir tanrica oldugumu kesfettim
Durduk yere yunan mitolojisindeki tanrılara çatıyorum en kaliteli delirme bu galiba,hiçbiri,durduk yere yunan mitolojisindeki tanrılara çatıyorum kaliteli delirme galiba
Arkadaşlar ben Sibel hanımın Yunan tanrısı Erostan bahsettiğini düşünüyorum https://t.co/2gjgR6iLLS,hiçbiri,arkadaşlar ben sibel hanımın yunan tanrısı erostan bahsettiğini düşünüyorum
"47 kök kenevir,6520 gram kubar esrar,27 kalaşnikof, çok sayıda tabanca,12tane 2milyar dolar değerinde antik yunan devrinden kalma heykel",hiçbiri,47 kök kenevir 6520 gram kubar esrar 27 kalaşnikof sayıda tabanca 12tane 2milyar dolar değerinde antik yunan devrinden kalma heykel
"Londra’daki konferans ise kesilmiş , Kıbrıs sorunu artık Türk-Yunan anlaşmazlığı olarak  tüm dünya kamuoyuna farklı bir çerçeve içinde sunulmaya başlandı https://t.co/6f9zg38Uty",hiçbiri,londra daki konferans kesilmiş kıbrıs sorunu artık türk yunan anlaşmazlığı olarak dünya kamuoyuna farklı bir çerçeve içinde sunulmaya başlandı
Burnumda burun bandı ve tavşanlı pjiamamla aman kşm görcek diye çöp atmaya çıktım. Ama karşı komşum yunan tanrısıymış kapıyı bana açtı suratımı görünce de kahkaha attı,hiçbiri,burnumda burun bandı tavşanlı pjiamamla aman kşm görcek çöp atmaya çıktım karşı komşum yunan tanrısıymış kapıyı bana açtı suratımı görünce kahkaha attı
TÜRKLERİN YUNAN ADASINDA Kİ GURURU 🇹🇷🇬🇷 TANER SİNS AÇIKLAMA İNSTAGRAM DA tanerrtolgatarlaci https://t.co/qcZa7iljJK,hiçbiri,t rkleri̇n yunan adasinda ki̇ gururu taner si̇ns açiklama i̇nstagram tanerrtolgatarlaci
Sanki yunan takımı ne koymuş cimbom hepinize#UefaToProtectFFP,nefret,yunan takımı koymuş cimbom hepinize
“Eski Pers kırallarının Şiraz’daki etrafı duvarla çevrili bahçeleri meşhurmuş. İranca adı pairidaeza olan bu bahçelerin Yunan dünyasında paradeisos adıyla pek rağbet gördüğünü MÖ 5. yüzyılda tarihçi Homeros anlatıyor.,hiçbiri,eski pers kırallarının şiraz daki etrafı duvarla çevrili bahçeleri meşhurmuş i̇ranca adı pairidaeza olan bahçelerin yunan dünyasında paradeisos adıyla pek rağbet gördüğünü mö 5 yüzyılda tarihçi homeros anlatıyor
"Bazen düşünüyorum tarih kitapları yalan mı yazıyor, Anadolu’nun kapılarını açan biz miydik,Bizans’ı yıkan bir çağı değiştiren biz miydik, Kurtuluş savaşını başlatan,Yunan’ı denize döken biz miydik?Türk milleti ne zaman bu denli umarsız oldu,birlik beraberlik rüya oldu #susamam 🤷🏼‍♀️",nefret,bazen düşünüyorum tarih kitapları yalan yazıyor anadolu nun kapılarını açan miydik bizans ı yıkan bir çağı değiştiren miydik kurtuluş savaşını başlatan yunan ı denize döken miydik türk milleti zaman denli umarsız oldu birlik beraberlik rüya oldu
"6 Eylül 1922 Balıkesir'in kurtuluş yıldönümü. Yunan devriyelerini korkutmak için yüzünü boyayan ayı, koyun, kurt postlarına bürünen tülütabakların büyük faydaları ve kahramanlıkları görülmüştü. https://t.co/UVK8Yh4hQX",hiçbiri,6 eylül 1922 balıkesir in kurtuluş yıldönümü yunan devriyelerini korkutmak yüzünü boyayan ayı koyun kurt postlarına bürünen tülütabakların büyük faydaları kahramanlıkları görülmüştü
Benimle yunan adaları turu yapacak şanssız kişileri bekliyorum 🙋🏻‍♀️,hiçbiri,benimle yunan adaları turu yapacak şanssız kişileri bekliyorum
"Aydın'ın Didim ilçesinde, lastik bot ile yasa dışı yollardan Yunan adalarına geçmeye çalışan 25 kaçak göçmen yakalandı. https://t.co/BhWh4ZwJtA",hiçbiri,aydın ın didim ilçesinde lastik bot yasa dışı yollardan yunan adalarına geçmeye çalışan 25 kaçak göçmen yakalandı
"Yunan mitolojisine göre Kalkhas ""şimdiyi, geleceği ve geçmişi"" yani her şeyi bilen bir kahindir.",hiçbiri,yunan mitolojisine göre kalkhas şimdiyi geleceği geçmişi şeyi bilen bir kahindir
"Londra’da ev 🏠 satın alan turk 85 bini bulmuş
Oturum izni için tabi
Tam 5 milyar sterlin.”bu çocuk kaçar “ demişler , garibanlarda yenikapıda araba 🚘 sayıyor

Bi de bunun Yunan Alman USA İtalya vb topuklayan zengin veya orta sınıfı var. https://t.co/35lzbkyHba",hiçbiri,londra ev satın alan turk 85 bini bulmuş oturum izni tabi tam 5 milyar sterlin çocuk kaçar demişler garibanlarda yenikapıda araba sayıyor bi bunun yunan alman usa i̇talya vb topuklayan zengin orta sınıfı var
"Fotoğraflara pek edit yapamadım, telefonum o uygulamada hata verdiecbur Twitter efektlerini kullandım yanlışım varsa düzeltin :) En sevdiğim Mitoloji Yunan, en sevdiğim Kpop grubu EXID olunca böyle bir thread yapayım dedim 👑",hiçbiri,fotoğraflara pek edit yapamadım telefonum uygulamada hata verdiecbur twitter efektlerini kullandım yanlışım varsa düzeltin sevdiğim mitoloji yunan sevdiğim kpop grubu exid olunca böyle bir thread yapayım dedim
Megri megriyi ağzından düşürmeyen Yunan döllemeleri iyi ve chp nin hdp ile ittifakını konuşmayacak sağır ve dilsiz olacak kadar alçaktırlar,nefret,megri megriyi ağzından düşürmeyen yunan döllemeleri iyi chp nin hdp ittifakını konuşmayacak sağır dilsiz olacak kadar alçaktırlar
"Yunan basını bitti, İsrail basını başladı: Erdoğan’a istediğini vermeyin https://t.co/5H5iNEzdYR @Aksam aracılığıyla",hiçbiri,yunan basını bitti i̇srail basını başladı erdoğan a istediğini vermeyin aracılığıyla
"Hades, Yunan mitolojisinde yer altı “tanrısının” ismidir. Yani hades karanlık işleri, yer altı dünyasını temsil eder. Ve namaz için hadesten taharet vardır. Yani karanlık işlerden, dehliz ve desiselerden, garip ve de tuhaf gelişmelerden taharet vardır.",hiçbiri,hades yunan mitolojisinde yer altı tanrısının ismidir hades karanlık işleri yer altı dünyasını temsil eder namaz hadesten taharet vardır karanlık işlerden dehliz desiselerden garip tuhaf gelişmelerden taharet vardır
Yunan  olduğunu  baştan  söyleseydinya  g. v..n  ibne https://t.co/tvNbk0aDfj,nefret,yunan olduğunu baştan söyleseydinya g v n ibne
"Herkül Betimlemeli Altın Madalyon
Yunan Dönemi https://t.co/rdpRYWVwEm",hiçbiri,herkül betimlemeli altın madalyon yunan dönemi
